小区,纬度,经度
临平路16弄小区,31.265682,121.50567
临平路60弄小区,31.268552,121.498296
临平路80弄小区,31.26726,121.503289
黄渡路63弄小区,31.272707,121.488005
威海路92弄小区,31.234205,121.476219
武夷路219弄小区,31.220254,121.432941
斜土路1674弄小区,31.201189,121.461344
吴兴路21弄小区,31.273807,121.553329
海州路71弄小区,31.273807,121.553329
平凉路174弄小区,31.25889,121.524639
眉州路110弄小区,31.264541,121.544392
眉州路50弄小区,31.264645,121.544403
眉州路70弄小区,31.264645,121.544403
长海路500弄小区,31.315055,121.527728
新建路16弄小区,31.179584,121.752599
越界智汇园,31.348582,121.44953
马厂路49弄小区,31.25358,121.502304
田子坊,31.214328,121.474747
长征农场银杏苑,31.774702,121.419446
鹤沙航城康乐苑,31.075145,121.610408
钰丰商都,31.12589,121.292687
大华水岸蓝桥(别墅),31.279925,121.414527
上海院子(公寓),31.35439,121.183461
嘉宝梦之月,31.383014,121.23805
荷花路18号小区,31.076167,121.654373
肖塘路255弄小区,30.967735,121.440924
浦建华府,31.21429,121.529472
高荷路495号小区,31.343848,121.583351
浦江瑞和城陆街区(南),31.03727,121.526854
塘和家园顺康苑,31.098036,121.251525
塘和家园齐康苑,31.095859,121.252608
金科集美院,31.543762,120.675311
光启路105-111号小区,31.229675,121.500911
广中西路1019-1033号小区,31.281441,121.442055
上海五金城,31.38598,121.156035
向化大街183号小区,31.527793,121.728668
同乐路158号小区,31.131055,121.42581
澜庭雅苑,30.934283,121.746129
明卫佳苑,30.755012,121.330744
鑫兴大厦,31.228957,121.47299
九杜路309号小区,31.147107,121.317933
番禺路222弄11支弄小区,31.213454,121.434743
金桥谷创意园,31.267211,121.612257
东湾度假中心村,31.133569,121.463533
瞿溪路907弄小区,31.206043,121.485199
御景龙庭(商住楼),30.739387,121.332938
当代和山悦MOMA,30.611787,121.116648
紫金首府,30.597535,120.529049
松江汽车广场,31.034758,121.26758
滨江一品苑,31.211093,121.524483
博园(长宁)(公寓),31.211432,121.428461
众众德尚世嘉(公寓),31.079629,121.407898
淮海西路442弄小区,31.205323,121.432382
唐成易家别墅,31.190462,121.391077
万科白马花园北区(公寓),31.08643,121.34594
李园二村,31.39575,121.256559
华欣苑(公寓),31.287221,121.423694
惠民路680弄小区,31.263288,121.527587
"耀华路250号,耀华路260号,耀华路270号小区",31.180953,121.495229
延吉东路307号小区,31.295653,121.549433
邯郸路60弄小区,31.301182,121.499148
新港路公房,31.274698,121.507018
永康路163-167号小区,31.216224,121.462246
金盛国际家居(银都路广场店),31.10444,121.413597
黄兴路609号小区,31.284175,121.530832
乡间艺墅(别墅),30.839395,121.244303
青云路604-612号小区,31.26754,121.475243
安琪花苑(公寓),31.046562,121.243933
牡丹江路244弄小区,31.385193,121.502572
中海御景熙岸(公寓),31.135241,121.536899
景源名墅(公寓),30.913383,121.425163
碧云壹零(别墅),30.909195,121.90611
何山花园(南区),31.307137,120.568849
中海半岛华府(南区),31.31359,120.729368
中金海棠湾(一期公寓),31.105289,121.598194
华润中央公园(四期公寓),31.322117,121.317773
八一路住宅小区,31.62376,121.402377
许昌路1182号小区,31.272309,121.523613
长清路773弄小区,31.161757,121.498146
一品漫城(五期别墅),31.120787,121.49193
枫桦景苑(北区),31.049813,121.468629
娜欧佳苑(公寓),30.910834,121.655548
一品漫城((二期公寓),31.122062,121.500671
人民中路41弄小区,30.918874,121.466151
康浦景庭,31.209895,121.194435
三林新村(136弄),31.140245,121.511766
佳木斯路118-124号楼,31.305815,121.548258
钱仓路313弄小区,31.245516,121.527853
松花江路2591弄小区,31.297343,121.504759
万科白马花园南区,31.083649,121.346391
新浜桃园一村,30.938463,121.072581
耀华路160-220号小区,31.181803,121.495399
潍坊路148-158号小区,31.231331,121.532153
万科白马花园(北区别墅),31.08598,121.344628
中金海棠湾(二期别墅),31.10275,121.59891
中金海棠湾(三期),31.098263,121.598368
中金海棠湾(一期别墅),31.10275,121.59891
圣和圣广场(丽晶馆),31.252393,121.487031
龙湖郦城(188弄),31.333606,121.261747
常发豪郡(南区),31.340641,121.073918
淀山湖壹号(别墅),31.15012,121.019264
红峰新村北区,31.389388,120.956141
华城美地(南区),31.466857,120.970065
环湖佳苑a区,31.502445,120.907215
嘉和苑(昆山市),31.427058,120.956031
阳光水世界(碧波轩),31.3818,121.047597
绿地21新城(1期),31.376217,121.035197
培江园东区,31.251902,121.011402
绿地启航社(河东),31.287752,121.137265
森隆满园(南区),31.293709,120.935652
首创悦都一期,31.371771,121.074042
通山新村(北区),31.397658,120.961169
西岸水城南区,31.500925,120.906653
新城香悦花园,31.290215,121.1408
绣衣东村东区,31.391523,120.983114
鑫苑世家(西区),31.2955,121.086785
绣衣东村西区,31.39151,120.980394
印象欧洲(一区),31.338269,120.871232
樾城花园(澳宇广场),31.393214,120.986254
长江花园(昆山市),31.406335,120.987114
昆山中南世纪城(东区),31.403963,121.047785
碧桂园世纪城(北区),31.249228,121.018275
公元壹号(一期),31.379688,121.041607
壹克拉(商住楼),31.292949,121.15758
华强阳光都城花园(中区),31.258606,121.055144
湖畔现代城(一区别墅),31.604005,120.777431
合生伴海(常熟),31.693842,120.809403
聚和佳苑二区,31.742307,120.939996
明日星城明晖园,31.686184,120.747462
御兴园(别墅),31.674362,120.766323
东北街72号小区,31.330261,120.643167
北王家巷60号小区,31.302374,120.603034
盘门清河浜7号小区,31.290976,120.623481
凤凰街66-5号小区,31.306329,120.639405
汇邻公馆,31.287265,120.643615
阔家头巷小区,31.304091,120.641026
九如巷2号小区,31.308048,120.631698
通关坊21号,31.310066,120.629873
宏葑新村(二三小区),31.310952,120.654341
宏葑新村(东环路),31.313559,120.656154
宏葑新村(一村),31.310763,120.656304
杨枝塘路18号小区,31.295302,120.66032
金科王府(公寓),31.316322,120.56092
长江花园一区(虎丘区),31.345654,120.545134
何山花园(南区别墅),31.308124,120.568642
横塘西街新村,31.279927,120.589664
狮山新苑(西区),31.301984,120.564348
万科遇见山(西区),31.33434,120.481009
尹东新村六村,31.240515,120.726061
苏苑二村吴城仕家,31.279238,120.648655
吴中开发区商贸城五区(商住楼),31.254538,120.63979
吴中开发区商贸城六区(商住楼),31.251689,120.641505
越湖名邸(别墅),31.243297,120.62957
华丽家族太湖汇景(一二期),31.230049,120.44506
甫澄熙岸(一期),31.27766,120.871551
独墅苑东区,31.29905,120.672333
鸿顺花苑,31.24906,120.756779
临芳苑一区,31.347941,120.691222
恒基水漾花城(1-3期),31.381456,120.615949
华润橡树湾花园(7-30幢),31.385341,120.613332
阳光景庭(别墅)|创元加州阳光|加州阳光,31.439729,120.690972
书院六村,31.928328,120.604021
香蜜湖公馆(别墅),31.828841,120.555416
公园郡,31.621167,121.22046
绿地海域天境(41-69幢),31.427559,121.141574
信达泰禾上海院子(别墅),31.327186,121.517383
长江西路1200-1220号小区,31.344244,121.464542
新崇西路1-138号小区,31.628048,121.400788
堡镇工农路203-251号小区,31.543944,121.624652
四川北路1960号小区,31.268713,121.490339
中安银领国际|中安商贸园,30.782059,120.786728
中金海棠湾(二期公寓),31.101921,121.599167
振安广场静安公寓,31.241698,121.465852
慧晶国际公寓,31.123875,121.587289
众众德尚世嘉(别墅),31.079833,121.408002
"清河路31,37,43,49号小区",31.390236,121.255472
廷庆路51弄小区,31.221316,121.458632
博园(长宁)(别墅),31.211429,121.428468
罗宁欣苑,31.489325,121.33117
复旦软件园智慧新天地,31.28175,121.550102
佘北家园瑞兰苑,31.132447,121.219295
虹桥南华公寓,31.231358,121.325695
阳光水世界(蓝湾苑),31.383708,121.044655
阳光水世界(云水阁),31.383985,121.048248
阳光水世界(逸品湾),31.383034,121.049955
九州世贸,31.102469,121.283748
两湾新苑,31.119454,121.402384
阳光庭园,30.732484,121.003481
慈善街81弄小区,31.352003,121.586849
SOLOTOWN丽舍,31.293875,121.471939
景源名墅(别墅),30.913806,121.424023
颐盛云锦苑,31.158404,121.567855
佘北家园丽雅苑,31.138385,121.208505
民乐城文竹苑,31.074382,121.755259
紫华丽苑,31.279695,121.541248
佘北家园茸腾苑,31.124125,121.218116
创研智造,31.13373,121.629219
亿联中心摩居,31.041307,121.586054
羽山生活广场,31.245539,121.566823
青浦绿地中心(283弄),31.168232,121.13171
青浦绿地中心(299弄),31.166552,121.132429
民惠佳苑三期,31.221908,121.123173
民乐城荣春苑(北苑),31.067153,121.749797
海伦堡观澜,30.335804,120.811476
汉帛星座,30.43698,120.453823
聚东德胜府,30.349886,120.392404
八号公馆,30.365156,120.412003
松南城华凯苑,31.005374,121.277133
年家浜路496弄小区,31.12091,121.578066
南门大街18号小区,31.047514,121.762839
柏航德必易园,31.295871,121.494167
控江路110号小区,31.295201,121.553984
乐禧汇,30.737233,121.37179
嘉定上影商业广场,31.35912,121.255321
宝安公路95号小区,31.377935,121.433303
繁荣馨苑,31.11273,121.594775
亿丰国际建材城,30.868029,120.071975
龙湖郦城(商住楼),31.333323,121.26186
曹安路2266号小区,31.266815,121.350475
东渡悦来城(商住楼),31.141978,121.089993
中海御景熙岸(别墅),31.135431,121.536249
临夏路796号小区,31.263353,121.334599
中国梦谷,31.204742,121.272674
百禄商业广场,31.122659,121.623888
江浦路1508号小区,31.279639,121.526209
柳岸春风,30.545945,120.781959
同济路252号小区,31.382132,121.497551
海滨新一村,30.85798,121.578072
新昌大厦,31.292238,121.48704
东原逸墅(公寓),31.063008,121.781405
玉峰新村,31.010804,121.214609
莘远大厦,31.243792,121.43753
裕鸿佳苑(766弄),31.537251,121.849708
裕鸿佳苑(58弄),31.534229,121.863474
裕鸿佳苑(450弄),31.535706,121.857186
延平路266弄小区,31.237501,121.446132
唐山路509弄小区,31.260487,121.511827
万嘉欣苑,31.245624,121.693579
丰业大楼,31.243625,121.488272
红土天阶,31.366515,121.244357
三林新村(59弄),31.141591,121.5087
三林新村(258弄),31.141134,121.51516
三林新村(468弄),31.142208,121.520065
光大会展中心F座,31.172784,121.434975
光大会展中心D座,31.17374,121.434534
光大会展中心E座,31.173071,121.434555
光大会展中心C座,31.174044,121.435226
安琪花苑(别墅),31.045769,121.242225
鹤沙航城庭祥苑,31.074859,121.603814
香山路6号小区,31.222055,121.472877
建中路242弄小区,31.207864,121.619169
顾太路180号小区,31.351774,121.40527
海上湾鹭居,31.117204,121.028371
中天熙景诚品,30.728667,121.18996
景浦苑,30.610551,121.108128
世达物流中心,30.61503,121.084691
华家新村,30.682446,121.037287
海滨之星,30.60955,121.093942
滨江万家花城,30.683478,121.011732
沪润星城,32.420736,120.565852
娜欧佳苑(别墅),30.909445,121.654979
上海鹏利辉盛阁公寓,31.237487,121.510641
雪野家园(公寓),31.188925,121.505918
渔阳里(北区),31.22793,121.476474
和田公寓(西区),31.270767,121.473445
梅花路788弄小区,31.215529,121.556741
妙城公寓(东区),31.197771,121.70326
静鼎安邦府邸(公寓),31.237176,121.439228
湖南路343号小区,31.214638,121.443643
新中路517-782号小区,31.585194,121.528199
文化佳园(公寓),31.295793,121.531536
民富家园(西区),31.315719,121.520986
安顺路275-289号小区,31.206155,121.419248
"莲园路488,498,508,518号小区",31.191862,121.564491
浦东大道604弄小区,31.245762,121.529299
雪野家园(别墅),31.189339,121.506726
周家湾小区,31.177391,121.457229
虹梅路2759弄小区,31.182752,121.400521
明泉花园(公寓),31.163397,121.358447
沪办大厦,31.249046,121.493666
山水景苑(别墅),31.067548,121.209583
依云郡(公寓),31.159794,121.320789
环绿国际(别墅),31.362179,121.39084
阳光园(四期),30.91123,121.451353
三门路555弄小区,31.318127,121.495412
中海翡翠湖岸(一期),31.149786,121.24093
江桥三村二街坊,31.262038,121.347308
耀华高层,31.181047,121.494831
三兴大楼,31.258027,121.467156
花园城(二期),31.278138,121.479025
邯郸路50弄小区,31.300002,121.498123
"万航渡后路85,87号小区",31.235261,121.431359
新乐路142弄小区,31.223794,121.460826
松花江路44-50号小区,31.303268,121.550397
光复西路645号楼,31.244011,121.434206
武康路12号小区,31.219117,121.446608
御景龙庭(公寓),30.738153,121.329041
龙湾1号(公寓),30.75842,121.354238
三门路752号宿舍楼,31.316827,121.486804
北城壕路51-63号小区,31.203918,121.709403
绿地梧桐院别墅,31.112054,121.584935
海上御景苑(一期公寓),31.482786,121.33313
三湘海尚(商住楼),31.351055,121.486292
碧云公馆公寓,31.259005,121.608312
共和新路3535号楼,31.30821,121.455971
望东南路450号楼,31.124291,121.304615
新丰花苑(别墅),31.458246,121.404786
阳光威尼斯一期AB区,31.267536,121.377807
东风农场利民新村,31.711871,121.491865
牡丹路225弄小区,31.21385,121.553684
恒高家园,31.330078,121.478598
南山雨果(东区公寓),31.167615,121.278374
绿地时代名邸(一期),31.282728,121.147726
中建公园壹号(别墅),30.912002,121.6605
新城香溢澜庭(北区),31.356296,121.250135
华府壹区东区,31.035663,120.863157
古楼新苑(东区),31.109636,121.261864
民乐城惠康苑东苑,31.074892,121.747013
牡丹路165弄小区,31.213559,121.552368
思凡馨苑(东区),31.147303,121.759597
新城香溢都荟(公寓),31.370151,121.266329
威宁雅居,31.001849,121.209257
"阳光园(二,三期)",30.905833,121.45404
美地芳邻苑,31.270011,121.663094
协泰中心,31.210398,121.41251
新城香溢璟庭(二期),31.360174,121.255733
绿都绣云里(公寓),31.114586,121.718882
爱民新村,30.915579,121.656282
前进农场东苑新村,31.643497,121.616186
保利星海屿筑(南区),31.357472,121.260576
欣嘉苑(四期),31.184411,121.417806
曹安路2027-2053号小区,31.264143,121.354627
古楼新苑(西区),31.110208,121.260216
环绿国际(公寓),31.362459,121.391462
广中路146号小区,31.28196,121.483543
国和路28号商业楼,31.308344,121.525842
新丰花苑(东区公寓),31.45973,121.40662
江场西路200号小区,31.304924,121.451193
金葫芦新村十二区,31.165623,121.222478
金葫芦新村六区,31.162917,121.211438
金葫芦新村三区,31.16872,121.211473
金葫芦新村七区,31.160282,121.215551
金葫芦新村九区,31.167835,121.21519
金葫芦新村八区,31.163994,121.215672
金葫芦新村二区,31.166747,121.212022
金葫芦新村十区,31.162065,121.219347
金葫芦新村一区,31.163722,121.211329
金葫芦新村十一区,31.16494,121.218791
金葫芦新村五区,31.166322,121.208895
金葫芦新村四区,31.16835,121.208466
华阳中心苑一期,31.00858,121.270464
兰桥公寓(南区),31.032129,121.216365
北石路133号楼,31.254527,121.408029
川沙路1342号楼,31.265949,121.685573
洛川路400号小区,31.265549,121.443427
